iter	RMSE
244	0.8553624796
245	0.8495365008
246	0.84315187
247	0.8372598186
248	0.831346873
249	0.8260492802
250	0.820048897
251	0.8135721347
252	0.8074716919
253	0.8013691057
254	0.796281853
255	0.7902752362
256	0.7846585074
257	0.7785458933
258	0.7724549338
259	0.7665947883
260	0.7606597144
261	0.7548420944
262	0.7492394865
263	0.7431038467
264	0.7378612734
265	0.7326490131
266	0.7271358636
267	0.7211208082
268	0.7154299692
269	0.7106187886
270	0.7059876081
271	0.701068051
272	0.695436349
273	0.6903989219
274	0.6847070303
275	0.6793212404
276	0.6739892341
277	0.6685664234
278	0.6635756639
279	0.6588028978
280	0.6537584065
281	0.6482826175
282	0.643456046
283	0.6388277781
284	0.6336936522
285	0.6294198643
286	0.6248650773
287	0.6204582106
288	0.6155830456
289	0.6108581163
290	0.6064129946
291	0.6019114654
292	0.5978267541
293	0.5937393722
294	0.5884881016
295	0.5840370563
296	0.5789439066
297	0.5744615276
298	0.5703373244
299	0.5661722668
300	0.5619889873
301	0.5578356561
302	0.553623008
303	0.5503648672
304	0.5461515763
305	0.5418535085
306	0.5375415642
307	0.5337701512
308	0.5298869958
309	0.5260135955
310	0.522384135
311	0.5182139253
312	0.5148443605
313	0.5110747363
314	0.5071633744
315	0.5034299125
316	0.4993961452
317	0.4960936296
318	0.4920712039
319	0.488836368
320	0.485675683
321	0.4820953529
322	0.47873484
323	0.4754608628
324	0.4719156773
325	0.4686979992
326	0.4657658987
327	0.462213596
328	0.4590845857
329	0.455992435
330	0.4523607854
331	0.448789125
332	0.4454295474
333	0.4422672197
334	0.4391051239
335	0.4358336626
336	0.4329205494
337	0.4296175622
338	0.4266499208
339	0.4236031082
340	0.4198355262
341	0.4168306851
342	0.4136309745
343	0.4108574267
344	0.4079577082
345	0.4047566885
346	0.4014288445
347	0.398279562
348	0.3952730919
349	0.3920551404
350	0.3893091122
351	0.3864993099
352	0.3838645705
353	0.3811506204
354	0.3786765655
355	0.376152202
356	0.3731598535
357	0.3704256484
358	0.3676574708
359	0.3647218129
360	0.361745718
361	0.3593265056
362	0.3569682487
363	0.3543796933
364	0.3521007733
365	0.3494355799
366	0.346989759
367	0.3445211096
368	0.3421897221
369	0.3399011542
370	0.3373510624
371	0.3347899217
372	0.3325719485
373	0.3302484478
374	0.3275003627
375	0.3252024123
376	0.3229142811
377	0.3204403968
378	0.3181238111
379	0.3158288674
380	0.3136596501
381	0.3113912982
382	0.309248403
383	0.3067651825
384	0.3043445662
385	0.3019349025
386	0.299638093
387	0.2974706386
388	0.2953593604
389	0.2932674311
390	0.2912984097
391	0.2889693142
392	0.2868797899
393	0.2846941094
394	0.2827332576
395	0.2805585622
396	0.2785051255
397	0.2762604028
398	0.2742746694
399	0.2723628314
400	0.2700099246
401	0.2678870749
402	0.2657419323
403	0.2637196416
404	0.2620428304
405	0.2602998126
406	0.2583361747
407	0.2564537926
408	0.2545325297
409	0.2529831598
410	0.2510337931
411	0.2492705621
412	0.247379687
413	0.2454661556
414	0.2434691553
415	0.2416271922
416	0.2399066218
417	0.2379635086
418	0.2360659475
419	0.2342166672
420	0.2320569676
421	0.2305135898
422	0.2286323201
423	0.2268447466
424	0.2252256845
425	0.2234958746
426	0.2220083683
427	0.2204690395
428	0.2190683497
429	0.217462956
430	0.2159683444
431	0.2142758536
432	0.2126058368
433	0.2110171976
434	0.2093870293
435	0.2077223355
436	0.2062145133
437	0.2045388149
438	0.2031373497
439	0.2015256564
440	0.1998846757
441	0.1986433135
442	0.1969194527
443	0.1955249124
444	0.1943869471
445	0.193139644
446	0.1918882238
447	0.1904917799
448	0.1890089784
449	0.1876284008
450	0.1863312563
451	0.1851131554
452	0.1837716849
453	0.1824339028
454	0.1810445361
455	0.1799399823
456	0.1785058807
457	0.1773721499
458	0.1759779032
459	0.174652881
460	0.1734494507
461	0.1721447586
462	0.1708846506
463	0.1697134126
464	0.1685137051
465	0.1672310395
466	0.166039253
467	0.1648610728
468	0.1636718432
469	0.1625464979
470	0.1612042184
471	0.15997535
472	0.1587107054
473	0.1576163453
474	0.1564773297
475	0.1554134182
476	0.1543077176
477	0.1531288789
478	0.1519234524
479	0.150943523
480	0.1499157085
481	0.1488251614
482	0.1476866401
483	0.1465894115
484	0.1456613455
485	0.1444540375
486	0.1435450763
487	0.1422991126
488	0.1413687907
489	0.1402335363
490	0.1392208067
491	0.1384648827
492	0.1375487139
493	0.1365672087
494	0.1355437166
495	0.1345689234
496	0.1334951303
497	0.1324031765
498	0.1315655638
499	0.1306041243
500	0.129744596
501	0.1288983066
502	0.1279207485
503	0.1269457036
504	0.1261468154
505	0.1253869578
506	0.1244363703
507	0.1236721754
508	0.1228448504
509	0.1219622725
510	0.1211918974
511	0.1202976586
512	0.1194254769
513	0.1185697793
514	0.1176614094
515	0.1167930986
516	0.1160077575
517	0.1151464533
518	0.1142838629
519	0.113514752
520	0.1127734791
521	0.1120322472
522	0.1114416332
523	0.110680941
524	0.109800242
525	0.1090912698
526	0.108284232
527	0.1075187109
528	0.1067252607
529	0.1059879922
530	0.1050946534
531	0.1043174808
532	0.10345377
533	0.1027651877
534	0.1020002253
535	0.1013024523
536	0.1005707553
537	0.09970458503
538	0.09897941081
539	0.09828442625
540	0.09760294163
541	0.09692741473
542	0.09623324067
543	0.09559584922
544	0.0949041557
545	0.09415463489
546	0.09343335949
547	0.09280211816
548	0.09220350846
549	0.09148908025
550	0.09086820613
551	0.09030300162
552	0.08970126318
553	0.0890350529
554	0.08834902777
555	0.0876355915
556	0.08700119504
557	0.08628501784
558	0.08569622483
559	0.08511273408
560	0.08442776218
561	0.08385724672
562	0.08341305615
563	0.08282100985
564	0.08222713403
565	0.08163376277
566	0.0810673432
567	0.08057838185
568	0.08001733135
569	0.07935516269
570	0.07877754007
571	0.07823189407
572	0.07770000238
573	0.07713707972
574	0.07665176597
575	0.07610816301
576	0.07557290048
577	0.07500180703
578	0.07453966544
579	0.07399906528
580	0.0734781649
581	0.07290022046
582	0.07244542373
583	0.07194991734
584	0.07145242127
585	0.07095573073
586	0.07047032158
587	0.06999519017
588	0.06946897315
589	0.06897394857
590	0.06845434962
591	0.06794800955
592	0.06746151108
593	0.06703442396
594	0.06663876171
595	0.06632467668
596	0.06591978531
597	0.06545015669
598	0.0650549493
599	0.06460042119
600	0.06414242427
601	0.06367283146
602	0.06326774496
603	0.06279878757
604	0.06251304134
605	0.0620817424
606	0.06167182513
607	0.06126868698
608	0.06087253227
609	0.06043040738
610	0.05995203041
611	0.05951503507
612	0.05908972403
613	0.05869437401
614	0.05832019991
615	0.05797980164
616	0.05757257166
617	0.05713476901
618	0.05672600596
619	0.05638870332
620	0.05604194312
621	0.05560156045
622	0.0552088672
623	0.05479458335
624	0.05444219657
625	0.05404148499
626	0.05371025716
627	0.05331298759
628	0.05296220195
629	0.05261455762
630	0.05225664035
631	0.05193370194
632	0.05160949268
633	0.05126378141
634	0.05094232334
635	0.05055677846
636	0.05025233107
637	0.0499061207
638	0.04957268514
639	0.04921320162
640	0.048863791
641	0.04857864356
642	0.04824727754
643	0.04789340355
644	0.04754459411
645	0.0472474641
646	0.04694846871
647	0.04664743308
648	0.04630494453
649	0.04600550669
650	0.04570519468
651	0.04536674755
652	0.04505820627
653	0.04476889228
654	0.04445990458
655	0.04410859995
656	0.04376319951
657	0.04343576925
658	0.04312281309
659	0.04284189141
660	0.04255573161
661	0.04223899824
662	0.0419187102
663	0.04165946149
664	0.04137014852
665	0.04108567032
666	0.04077227364
667	0.04045829402
668	0.04018674043
669	0.03990514664
670	0.03960266832
671	0.03933368424
672	0.03908533231
673	0.03881440714
674	0.03851680802
675	0.03827263025
676	0.0379931286
677	0.03773724467
678	0.03748866187
679	0.03724255861
680	0.03695753305
681	0.03673261122
682	0.03645753412
683	0.03620239262
684	0.03593032204
685	0.03564868671
686	0.03542328582
687	0.03518370623
688	0.03496511351
689	0.03470962949
690	0.0344782163
691	0.03426789017
692	0.03406112062
693	0.03383829876
694	0.03359038164
695	0.03335896445
696	0.03309258691
697	0.03282574635
698	0.03259643338
699	0.03237316888
700	0.03216912326
701	0.03193323726
702	0.03174260123
703	0.03150346165
704	0.03128948771
705	0.03107181275
706	0.03086218034
707	0.03065922462
708	0.03044357731
709	0.03026912583
710	0.03004131657
711	0.02984363942
712	0.02963115905
713	0.02943309062
714	0.02922963882
715	0.02900756356
716	0.0287971584
717	0.02859544934
718	0.02838913753
719	0.0281776938
720	0.02796666064
721	0.02779013611
722	0.02760613929
723	0.02741349055
724	0.02722206405
725	0.02706108531
726	0.02688474286
727	0.02668776863
728	0.02654011562
729	0.02638617086
730	0.02617956329
731	0.02602032075
732	0.02585584496
733	0.0256848309
734	0.02554296584
735	0.02540037852
736	0.02524840504
737	0.02507637738
738	0.02491241646
739	0.02475683002
740	0.02461051158
741	0.02441549244
742	0.02424859982
743	0.0241065256
744	0.02395905605
745	0.02378008257
746	0.02360041353
747	0.02342276427
748	0.02322747398
749	0.02305462627
750	0.02288743756
751	0.02273922801
752	0.0225863286
753	0.02243720183
754	0.02227542687
755	0.02212483474
756	0.02196921692
757	0.02182885975
758	0.02169743042
759	0.02153825892
760	0.02138739818
761	0.02124229077
762	0.02108834804
763	0.02094787428
764	0.02082862054
765	0.02068524793
766	0.02056288917
767	0.02042014121
768	0.02029218244
769	0.0201661434
770	0.0200364796
771	0.01989887957
772	0.01974538604
773	0.0196124698
774	0.01949154597
775	0.01935754916
776	0.01919768517
777	0.01905196466
778	0.01891551377
779	0.01879069653
780	0.0186976381
781	0.01857883242
782	0.01845986624
783	0.01832214506
784	0.01819514923
785	0.0181005843
786	0.01795884128
787	0.01782513088
788	0.01768899739
789	0.01756745589
790	0.01744511271
791	0.01730266592
792	0.0171950708
793	0.01708277351
794	0.01697884572
795	0.01685457979
796	0.01673520611
797	0.01664286972
798	0.0165430505
799	0.01643493975
800	0.01632374988
801	0.0162119974
802	0.01612425829
803	0.01601622333
804	0.01592359063
805	0.0158065485
806	0.01569676668
807	0.01559772562
808	0.01549012151
809	0.01538821925
810	0.01529603384
811	0.01519790562
812	0.01509488296
813	0.01499358675
814	0.01488946158
815	0.01479678425
816	0.01469747675
817	0.01460861206
818	0.01450396216
819	0.01440396413
820	0.01430814992
821	0.01419508821
822	0.01408601837
823	0.01398359212
824	0.01389800155
825	0.01381338216
826	0.01371295807
827	0.01361671634
828	0.01352204319
829	0.01342504281
830	0.01332988504
831	0.01323535508
832	0.0131481719
833	0.01305668457
834	0.01296571274
835	0.01286337137
836	0.01276781956
837	0.01267269692
838	0.01259072126
839	0.01250069723
840	0.01241356188
841	0.01232946892
842	0.01224900086
843	0.01216093881
844	0.01208277398
845	0.01200263577
846	0.01191894936
847	0.01184693672
848	0.01176472818
849	0.01168899673
850	0.01160673756
851	0.01152223038
852	0.0114528853
853	0.01137255358
854	0.01130358554
855	0.01123860465
856	0.01116169487
857	0.01109102208
858	0.01100210599
859	0.01092668917
860	0.01085106026
861	0.01078511378
862	0.01071735995
863	0.01064484521
864	0.01057017693
865	0.01049954133
866	0.01041870364
867	0.01035493654
868	0.01028591692
869	0.01021658685
870	0.01014446623
871	0.01007860481
872	0.01001064517
873	0.009948686894
874	0.009883158786
875	0.009826373441
876	0.0097598452
877	0.009696653805
878	0.009628778571
879	0.009561587272
880	0.009509672065
881	0.009440969226
882	0.009382578565
883	0.009322907851
884	0.009263812135
885	0.009205270967
886	0.009144174563
887	0.009074349853
888	0.009007847397
889	0.008947350211
890	0.00888595973
891	0.008827888882
892	0.008770502143
893	0.008709311898
894	0.00865654868
895	0.008596827895
896	0.00854451825
897	0.008486164923
898	0.008423862454
899	0.00837820052
900	0.008324689443
901	0.008272274376
902	0.008229811407
903	0.008167594888
904	0.00811512604
905	0.00805526406
906	0.007998972827
907	0.007939338104
908	0.007887155532
909	0.007834666342
910	0.007784539904
911	0.007724833144
912	0.007674360601
913	0.007616928831
914	0.007562569274
915	0.007520177296
916	0.007467573034
917	0.007418184204
918	0.007374489031
919	0.007321982141
920	0.007278773535
921	0.007228163682
922	0.007183387338
923	0.007133376811
924	0.007080669869
925	0.007039032251
926	0.006992374368
927	0.006951004486
928	0.006901608131
929	0.00685209209
930	0.006804032069
931	0.006762841457
932	0.006716353191
933	0.006668435081
934	0.006627752904
935	0.006578007996
936	0.006532343253
937	0.006485024537
938	0.006444535251
939	0.006401092579
940	0.00636115585
941	0.006313484881
942	0.006270032993
943	0.006225276465
944	0.006187133944
945	0.006143125427
946	0.006102473296
947	0.006065930059
948	0.006021474661
949	0.00598781124
950	0.005948064113
951	0.005909628541
952	0.005869824019
953	0.005829440512
954	0.005788187966
955	0.005752643
956	0.005710135561
957	0.005673143345
958	0.005630176274
959	0.005595734334
960	0.005559477392
961	0.005528819582
962	0.005490148208
963	0.005462274072
964	0.005425062092
965	0.005387096479
966	0.005358611229
967	0.005315989279
968	0.005283522304
969	0.005245980109
970	0.005209277135
971	0.0051715961
972	0.005137533349
973	0.005102571209
974	0.00507007297
975	0.005031967787
976	0.004993231153
977	0.004960952212
978	0.004928531762
979	0.00489442391
980	0.004867070229
981	0.004835352723
982	0.004797710979
983	0.004767184212
984	0.004730692809
985	0.004705285609
986	0.004673238715
987	0.004643344301
988	0.004612361159
989	0.004584772293
990	0.004561526019
991	0.004532464477
992	0.004498789223
993	0.004467866377
994	0.004430460069
995	0.004400182907
996	0.004369790368
997	0.004338416288
998	0.004309544718
999	0.004282934182
